company,H1,H2,H3,H4,H5,2023,2022,2021,2020,2019
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Umsatzrentabilität (%),,,,12.4,9.9,13.2,16.2,17.4
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Zinslastquote (%),,,,10.6,11.2,11.8,12.4,12.3
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Personalkostenquote (%),,,,10.8,10.8,10.7,10.6,10.7
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Spezifische Daten,verwaltete Wohnungen (Anz.),,,,63405.0,61551.0,60681.0,60288.0,58558.0
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Spezifische Daten,verwaltete Wohnungen (Anz.),Eigenbestand  Wohnungen (Anz.),,,52268.0,51457.0,50527.0,50164.0,48656.0
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Spezifische Daten,durchschn. Miete /m2 (€),,,,6.41,6.31,6.23,6.2,6.12
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Spezifische Daten,durchschn. Betriebskosten /m2 (€),,,,2.96,2.72,2.42,2.51,2.38
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Spezifische Daten,Leerstandsquote (%),,,,2.5,2.4,2.3,2.9,2.4
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Spezifische Daten,Instandhaltungskosten zzgl. akt. Inst.Aufwendungen (€/m2),,,,26.31,24.48,24.96,22.5,23.09
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Spezifische Daten,Wohnungen fertiggest. (Anz.),,,,809.0,929.0,315.0,1249.0,1075.0
STADT UND LAND Wohnbauten-Gesellschaft mit beschränkter Haftung,Spezifische Daten,Wohnungen angekauft (Anz.),,,,0.0,0.0,50.0,122.0,2364.0
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,,,,321.78,287.62,2.49,1.79,1.59
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,0.17,0.2,0.12,0.1,0.09
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,0.17,0.2,0.11,0.09,0.08
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,,,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,321.58,287.39,2.35,1.66,1.48
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Eigenkapital,,,318.53,285.71,1.23,1.25,1.0
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,310.77,284.31,0.43,0.97,0.7
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,,,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,,,3.19,1.8,1.26,0.54,0.6
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,2.68,1.43,0.9,0.37,0.4
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,0.51,0.37,0.36,0.17,0.2
Tegel Projekt Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,,,,19.1,8.98,6.6,5.18,4.05
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,Umsatzerlöse,,,10.66,8.84,6.57,5.15,3.97
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,Übrige Erträge,,,8.44,0.14,0.03,0.03,0.08
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,,,,12.75,8.38,6.62,4.92,3.78
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,7.97,6.66,5.4,3.91,2.94
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,0.11,0.1,0.09,0.07,0.05
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,,,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,4.67,1.63,1.12,0.95,0.79
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,EBITDA,,,,1.33,0.95,0.07,0.43,0.44
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,EBT,,,,9.1,0.85,-0.02,0.37,0.39
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Jahresergebnis,,,,6.36,0.6,-0.02,0.26,0.27
Tegel Projekt Gesellschaft mit beschränkter Haftung,GuV-Daten,Gewinnabführung,,,,,,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Beschäftigte,Beschäftigte,,,,97.0,83.0,68.0,53.0,40.0
Tegel Projekt Gesellschaft mit beschränkter Haftung,Beschäftigte,Beschäftigte,davon Auszubildende,,,0.0,0.0,0.0,0.0,0.0
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Zuführungen,,,,,,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Investitionen,,,,0.09,0.18,0.11,0.07,0.07
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Investitionsquote (%),,,,49.4,90.4,96.4,72.5,73.5
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,109.93,106.51,96.57,97.23,99.28
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Eigenkapitalquote (%),,,,99.0,99.3,49.4,70.0,62.5
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,2.9,0.3,-2.0,29.5,39.1
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Umsatzrentabilität (%),,,,85.4,9.6,-0.4,7.2,9.8
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Zinslastquote (%),,,,,,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Personalkostenquote (%),,,,74.7,75.3,82.3,75.9,74.0
Tegel Projekt Gesellschaft mit beschränkter Haftung,Spezifische Daten,Trägervergütung Land Berlin (Mio. €),,,,10.35,8.51,6.32,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Spezifische Daten,am Standort ansässige Unternehmen (Anz.),,,,27.0,16.0,9.0,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Spezifische Daten,am Standort Beschäftigte (Anz.),,,,500.0,180.0,,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Spezifische Daten,Einnahmen aus Vermietung und Verpachtung (Mio. €),,,,0.56,0.59,0.33,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Spezifische Daten,Gesamtfläche (Baufelder u. Gebäude; Tsd. m2),,,,4930.0,4930.0,4930.0,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Spezifische Daten,Gesamtfläche (Baufelder u. Gebäude; Tsd. m2),davon Gebäude,,,194.7,194.7,194.7,,
Tegel Projekt Gesellschaft mit beschränkter Haftung,Spezifische Daten,Gesamtfläche (Baufelder u. Gebäude; Tsd. m2),davon vermietet,,,59.2,74.87,32.37,,
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,,,,3.56,3.19,3.59,2.57,1.46
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,0.29,0.25,0.23,0.23,0.29
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,0.19,0.11,0.1,0.07,0.07
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,,,,,
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,3.22,2.91,3.33,2.31,1.13
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,,,2.61,2.19,2.37,1.69,1.1
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,,,,,
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,,,,,
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,,,0.96,0.94,1.01,0.88,0.36
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,0.58,0.59,0.71,0.55,0.2
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,0.37,0.35,0.3,0.33,0.16
Tempelhof Projekt GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
Tempelhof Projekt GmbH,GuV-Daten,Gesamterträge,,,,9.63,8.87,7.85,6.66,5.58
Tempelhof Projekt GmbH,GuV-Daten,Gesamterträge,Umsatzerlöse,,,,,,,
Tempelhof Projekt GmbH,GuV-Daten,Gesamterträge,Übrige Erträge,,,9.63,8.87,7.85,6.66,5.58
Tempelhof Projekt GmbH,GuV-Daten,Gesamtaufwendungen,,,,8.71,8.37,7.17,6.07,5.37
Tempelhof Projekt GmbH,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,6.27,5.89,5.43,4.74,4.1
Tempelhof Projekt GmbH,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,0.17,0.23,0.19,0.14,0.18
Tempelhof Projekt GmbH,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,,,,,
Tempelhof Projekt GmbH,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,2.27,2.25,1.56,1.19,1.09
Tempelhof Projekt GmbH,GuV-Daten,EBITDA,,,,1.49,0.94,1.16,0.98,0.48
Tempelhof Projekt GmbH,GuV-Daten,EBT,,,,1.31,0.71,0.97,0.85,0.3
Tempelhof Projekt GmbH,GuV-Daten,Jahresergebnis,,,,0.92,0.5,0.68,0.59,0.21
Tempelhof Projekt GmbH,GuV-Daten,Gewinnabführung,,,,0.5,,,,
Tempelhof Projekt GmbH,Beschäftigte,Beschäftigte,,,,91.0,89.0,80.0,81.0,66.0
Tempelhof Projekt GmbH,Beschäftigte,Beschäftigte,davon Auszubildende,,,,,,,
Tempelhof Projekt GmbH,Allgemeine Daten,Zuführungen,,,,34.7,35.5,20.9,,
Tempelhof Projekt GmbH,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,34.7,35.5,20.9,,
Tempelhof Projekt GmbH,Allgemeine Daten,Investitionen,,,,0.22,0.18,0.18,0.05,0.23
Tempelhof Projekt GmbH,Allgemeine Daten,Investitionsquote (%),,,,74.4,74.8,80.7,21.3,80.0
Tempelhof Projekt GmbH,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,,,,,
Tempelhof Projekt GmbH,Allgemeine Daten,Eigenkapitalquote (%),,,,73.2,68.5,66.0,65.8,75.2
Tempelhof Projekt GmbH,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,50.4,32.5,41.0,50.1,27.4
Tempelhof Projekt GmbH,Allgemeine Daten,Umsatzrentabilität (%),,,,,,,,
Tempelhof Projekt GmbH,Allgemeine Daten,Zinslastquote (%),,,,,,,,
Tempelhof Projekt GmbH,Allgemeine Daten,Personalkostenquote (%),,,,,,,,
Tempelhof Projekt GmbH,Spezifische Daten,Trägervergütung Land Berlin (Mio. €),,,,9.4,8.63,7.79,6.59,5.47
Tempelhof Projekt GmbH,Spezifische Daten,Zuwendungen für Gebäudeentwicklung (Mio. €),,,,34.7,35.5,20.9,,
Tempelhof Projekt GmbH,Spezifische Daten,Gesamtfläche Gebäude inkl. Vorfeld (Tsd. m2),,,,300.0,300.0,300.0,300.0,300.0
Tempelhof Projekt GmbH,Spezifische Daten,"davon Vermietung Büro-, Gewerbe-, Lagerflächen (Tsd. m2)",,,,77.0,77.0,77.0,81.0,56.0
Tempelhof Projekt GmbH,Spezifische Daten,davon Vermietung Veranstaltungsflächen (Tsd. m2),,,,65.0,65.0,65.0,65.0,70.0
Tempelhof Projekt GmbH,Spezifische Daten,durchgeführte Veranstaltungen am Standort (Anz.),,,,67.0,43.0,18.0,15.0,33.0
Tempelhof Projekt GmbH,Spezifische Daten,"Sanierte Flächen (kumuliert, Tsd. m2)",,,,4.5,4.5,4.5,5.0,0.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,,,,6.68,6.0,5.46,7.18,6.59
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,0.31,0.3,0.48,0.46,0.44
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,0.2,0.2,0.31,0.25,0.16
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,,,,,
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,6.24,5.63,4.9,6.62,6.11
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,,,0.32,0.32,0.32,0.32,0.32
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,,,,,
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,0.31,0.3,0.49,0.46,0.44
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,,,6.05,5.37,4.61,6.4,5.83
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,1.88,1.49,1.43,1.61,1.74
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,4.17,3.88,3.18,4.79,4.09
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gesamterträge,,,,19.71,18.89,18.62,16.01,14.65
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gesamterträge,Umsatzerlöse,,,0.82,0.5,0.56,0.67,0.76
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gesamterträge,Übrige Erträge,,,18.88,18.39,18.06,15.33,13.89
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gesamtaufwendungen,,,,19.71,18.89,18.62,16.01,14.65
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,8.58,8.11,7.96,7.11,6.5
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,0.19,0.25,0.34,0.5,0.21
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.0,0.01,0.0,0.01,0.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,10.94,10.54,10.32,8.39,7.94
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,EBITDA,,,,0.15,0.25,0.34,0.51,0.21
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,EBT,,,,0.01,0.0,0.0,0.0,0.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Jahresergebnis,,,,0.0,0.0,0.0,0.0,0.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,GuV-Daten,Gewinnabführung,,,,,,,,
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Beschäftigte,Beschäftigte,,,,110.0,110.0,105.0,111.0,103.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Beschäftigte,Beschäftigte,davon Auszubildende,,,8.0,6.0,8.0,9.0,6.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Zuführungen,,,,14.52,13.43,14.57,11.65,9.16
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,6.21,6.12,5.44,5.53,4.48
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Investitionen,,,,0.2,0.13,0.37,0.53,0.1
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Investitionsquote (%),,,,64.4,42.6,77.0,113.8,22.2
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,7.5,4.56,5.32,6.08,7.43
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Eigenkapitalquote (%),,,,4.9,5.4,5.9,4.5,4.9
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,4.5,0.2,0.2,0.2,0.2
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Umsatzrentabilität (%),,,,1.8,0.1,0.1,0.1,0.1
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Zinslastquote (%),,,,0.3,1.0,0.3,1.0,0.5
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Allgemeine Daten,Personalkostenquote (%),,,,1040.4,1615.5,1426.2,1053.9,853.5
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Spezifische Daten,kooperierende Verkehrsunternehmen (Anz.),,,,36.0,36.0,36.0,36.0,38.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Spezifische Daten,Semesterticketvereinbarungen (Anz.),,,,54.0,54.0,51.0,50.0,52.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Spezifische Daten,Semestertickets (ca. in Tsd.),,,,209.0,212.0,213.0,211.0,204.0
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Spezifische Daten,Monatl. Aufrufe elektron. Fahrplanauskunft (Mio.),,,,,5.0,5.0,3.0,4.9
VBB Verkehrsverbund Berlin-Brandenburg GmbH,Spezifische Daten,Verbundfahrgastzahlen (Mio.),,,,1519.0,1371.0,1034.0,1071.0,1557.0
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,,,,2157.54,1971.62,1800.0,1633.16,1486.06
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,1231.76,1191.02,1117.91,1033.01,890.69
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,1205.34,1164.03,1090.8,1009.88,873.1
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,14.22,15.11,14.37,11.32,7.94
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,920.23,775.05,676.61,596.12,591.92
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,,,947.13,853.14,797.12,610.55,602.07
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,1214.99,990.09,861.79,678.49,639.54
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,449.54,429.76,413.29,397.24,342.35
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,,,756.11,687.54,588.54,622.28,540.46
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,227.96,190.42,177.02,158.75,156.35
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,528.15,497.12,411.51,463.53,384.11
Vivantes - Netzwerk für Gesundheit GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,112.83,126.32,139.82,151.99,141.55
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gesamterträge,,,,1788.28,1777.07,1789.29,1656.8,1561.18
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gesamterträge,Umsatzerlöse,,,1502.19,1533.02,1567.1,1506.13,1367.01
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gesamterträge,Übrige Erträge,,,286.09,244.05,222.19,150.67,194.17
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gesamtaufwendungen,,,,1919.19,1849.6,1786.45,1686.97,1543.71
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,1087.67,1019.41,973.73,946.47,901.34
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,96.96,72.68,68.45,61.55,113.47
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,1.71,2.92,3.7,3.63,3.1
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,732.85,754.59,740.57,675.32,525.81
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,EBITDA,,,,-41.08,1.27,73.64,31.99,133.55
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,EBT,,,,-129.05,-70.31,5.32,-28.86,19.53
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Jahresergebnis,,,,-130.91,-72.28,3.27,-30.51,17.47
Vivantes - Netzwerk für Gesundheit GmbH,GuV-Daten,Gewinnabführung,,,,,,,,
Vivantes - Netzwerk für Gesundheit GmbH,Beschäftigte,Beschäftigte,,,,13764.0,13255.0,13200.0,13030.0,12903.0
Vivantes - Netzwerk für Gesundheit GmbH,Beschäftigte,Beschäftigte,davon Auszubildende,,,1291.0,1330.0,1322.0,1265.0,1078.0
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Zuführungen,,,,141.64,157.34,72.08,75.54,37.11
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,140.3,156.67,71.07,60.25,35.35
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Investitionen,,,,152.16,146.54,156.9,203.82,170.98
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Investitionsquote (%),,,,12.5,12.5,14.2,19.9,19.4
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,109.14,115.66,118.72,115.59,105.94
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Eigenkapitalquote (%),,,,43.9,43.3,44.3,37.4,40.5
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,-13.6,-8.2,0.7,-4.7,3.2
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Umsatzrentabilität (%),,,,-8.6,-4.6,0.3,-1.9,1.4
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Zinslastquote (%),,,,0.1,0.2,0.2,0.2,0.2
Vivantes - Netzwerk für Gesundheit GmbH,Allgemeine Daten,Personalkostenquote (%),,,,72.4,66.5,62.1,62.8,65.9
Vivantes - Netzwerk für Gesundheit GmbH,Spezifische Daten,Förderung nach KHG u. für Pflegeeinrichtungen (Mio. €),,,,83.85,148.22,68.93,57.7,32.16
Vivantes - Netzwerk für Gesundheit GmbH,Spezifische Daten,Voll- und teilstationäre Fälle (Tsd.),,,,200.0,178.0,173.0,205.0,247.0
Vivantes - Netzwerk für Gesundheit GmbH,Spezifische Daten,Anzahl ambulante Fälle (Tsd.),,,,340.0,336.0,312.0,311.0,360.0
Vivantes - Netzwerk für Gesundheit GmbH,Spezifische Daten,Anzahl Pflegetage in der Seniorenpflege (Tsd.),,,,808.0,761.0,732.0,763.0,755.0
Vivantes - Netzwerk für Gesundheit GmbH,Spezifische Daten,Anzahl Medizinstudenten im Praktischen Jahr (Anz.),,,,339.0,305.0,278.0,289.0,282.0
Vivantes - Netzwerk für Gesundheit GmbH,Spezifische Daten,AfA und Leasing für Großgeräte in der medizinischen Versorgung (Mio. €),,,,5.94,5.63,5.28,4.58,4.55
Vivantes - Netzwerk für Gesundheit GmbH,Spezifische Daten,CO2-Ausstoß in kg (pro m2 / a),,,,79.5,86.0,86.0,86.0,87.0
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,,,,2425.86,2290.21,2224.35,2116.67,2049.08
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,2210.0,2133.09,2052.91,1925.94,1871.0
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,2160.95,2084.17,2003.89,1883.81,1829.0
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,48.86,48.53,48.47,41.58,41.19
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,170.75,112.46,121.08,137.73,133.99
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Eigenkapital,,,919.29,882.44,832.08,793.27,762.33
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,417.81,417.81,401.49,401.49,394.63
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,,,,,
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,,,1486.89,1389.18,1372.76,1304.28,1267.81
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,61.32,48.28,30.47,41.0,34.2
WBM Wohnungsbaugesellschaft Berlin-Mitte mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,1425.57,1340.9,1342.3,1263.28,1233.61
